"Kod";"Nazwa";"Rodzaje zanieczyszczeń";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2011";207,42;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2012";188,30;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2013";181,80;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2014";141,52;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2015";171,10;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2016";157,24;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2017";157,74;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2018";155,66;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2019";161,70;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2020";141,33;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2021";119,04;"t";"";
1800000;"PODKARPACKIE";"emisja ogółem na km2";"2022";104,81;"t";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"1996";44642;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"1997";41102;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"1998";39799;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"1999";31917;"t/r";"M";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2000";28092;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2001";25719;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2002";24788;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2003";28106;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2004";25431;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2005";26680;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2006";25842;"t/r";"M";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2007";23361;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2008";20834;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2009";18495;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2010";21127;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2011";20497;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2012";18080;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2013";19883;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2014";14598;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2015";19134;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2016";16336;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2017";16439;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2018";15009;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2019";16647;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2020";15712;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2021";11852;"t/r";"";
1800000;"PODKARPACKIE";"ogółem (bez dwutlenku węgla)";"2022";12131;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"1996";;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"1997";;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"1998";3790507;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"1999";3533046;"t/r";"M";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2000";3272794;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2001";2977379;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2002";2650035;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2003";3613414;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2004";3611526;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2005";3492763;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2006";3567680;"t/r";"M";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2007";3522575;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2008";3411513;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2009";3383688;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2010";3746718;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2011";3681186;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2012";3342357;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2013";3224556;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2014";2510982;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2015";3034238;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2016";2789738;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2017";2798606;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2018";2762982;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2019";2869124;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2020";2506490;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2021";2112508;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek węgla";"2022";1858196;"t/r";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"1996";;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"1997";;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"1998";;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"1999";;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2000";;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2001";;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2002";;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2003";7,3;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2004";6,6;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2005";6,9;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2006";6,7;"kg";"M";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2007";5,6;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2008";4,9;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2009";4,2;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2010";4,9;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2011";4,6;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2012";3,9;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2013";4,3;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2014";2,6;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2015";3,2;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2016";2,7;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2017";2,6;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2018";2,2;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2019";2,3;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2020";1,8;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2021";1,6;"kg";"";
1800000;"PODKARPACKIE";"dwutlenek siarki na 1 mieszkańca";"2022";1,8;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"1996";;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"1997";;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"1998";;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"1999";;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2000";;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2001";;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2002";;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2003";3,2;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2004";3,0;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2005";3,1;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2006";3,1;"kg";"M";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2007";3,0;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2008";2,9;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2009";2,6;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2010";2,9;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2011";2,8;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2012";2,5;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2013";2,8;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2014";2,1;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2015";2,5;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2016";2,3;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2017";2,2;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2018";2,2;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2019";2,4;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2020";3,0;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2021";1,7;"kg";"";
1800000;"PODKARPACKIE";"tlenki azotu na 1 mieszkańca";"2022";1,8;"kg";"";
2000000;"PODLASKIE";"ogółem";"1996";;"t/r";"";
2000000;"PODLASKIE";"ogółem";"1997";;"t/r";"";
2000000;"PODLASKIE";"ogółem";"1998";1987663;"t/r";"";
2000000;"PODLASKIE";"ogółem";"1999";1990915;"t/r";"M";
2000000;"PODLASKIE";"ogółem";"2000";1708958;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2001";1901866;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2002";1873814;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2003";1983537;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2004";1874115;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2005";1799787;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2006";1703946;"t/r";"M";
2000000;"PODLASKIE";"ogółem";"2007";1716244;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2008";1602796;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2009";1597587;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2010";1616560;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2011";1646078;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2012";1480002;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2013";1974984;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2014";2014565;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2015";1978194;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2016";2208086;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2017";2065193;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2018";2039770;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2019";2136065;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2020";2054731;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2021";2196541;"t/r";"";
2000000;"PODLASKIE";"ogółem";"2022";1922558;"t/r";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"1996";;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"1997";;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"1998";;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"1999";;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2000";;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2001";;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2002";;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2003";98,29;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2004";92,84;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2005";89,16;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2006";84,41;"t";"M";
2000000;"PODLASKIE";"emisja ogółem na km2";"2007";85,02;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2008";79,40;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2009";79,14;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2010";80,08;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2011";81,54;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2012";73,31;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2013";97,83;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2014";99,80;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2015";97,99;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2016";109,38;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2017";102,30;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2018";101,04;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2019";105,81;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2020";101,78;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2021";108,81;"t";"";
2000000;"PODLASKIE";"emisja ogółem na km2";"2022";95,24;"t";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"1996";25944;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"1997";23254;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"1998";18046;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"1999";16563;"t/r";"M";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2000";14022;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2001";14275;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2002";12718;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2003";13514;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2004";12486;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2005";12501;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2006";11753;"t/r";"M";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2007";12822;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2008";11170;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2009";9056;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2010";9229;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2011";9169;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2012";8029;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2013";9781;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2014";10185;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2015";9602;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2016";9078;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2017";9071;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2018";7971;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2019";7973;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2020";7098;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2021";7697;"t/r";"";
2000000;"PODLASKIE";"ogółem (bez dwutlenku węgla)";"2022";6956;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"1996";;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"1997";;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"1998";1969617;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"1999";1974352;"t/r";"M";
2000000;"PODLASKIE";"dwutlenek węgla";"2000";1694936;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2001";1887591;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2002";1861096;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2003";1970023;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2004";1861629;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2005";1787286;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2006";1692193;"t/r";"M";
2000000;"PODLASKIE";"dwutlenek węgla";"2007";1703422;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2008";1591626;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2009";1588531;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2010";1607331;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2011";1636909;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2012";1471973;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2013";1965203;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2014";2004380;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2015";1968592;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2016";2199008;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2017";2056122;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2018";2031799;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2019";2128092;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2020";2047633;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2021";2188844;"t/r";"";
2000000;"PODLASKIE";"dwutlenek węgla";"2022";1915602;"t/r";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"1996";;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"1997";;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"1998";;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"1999";;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2000";;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2001";;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2002";;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2003";5,4;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2004";4,6;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2005";4,4;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2006";4,0;"kg";"M";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2007";3,6;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2008";3,1;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2009";2,9;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2010";2,7;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2011";2,7;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2012";2,3;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2013";2,1;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2014";2,3;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2015";2,5;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2016";2,4;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2017";2,7;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2018";1,7;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2019";1,6;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2020";1,2;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2021";1,2;"kg";"";
2000000;"PODLASKIE";"dwutlenek siarki na 1 mieszkańca";"2022";1,3;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"1996";;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"1997";;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"1998";;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"1999";;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2000";;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2001";;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2002";;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2003";3,1;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2004";2,9;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2005";3,0;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2006";2,9;"kg";"M";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2007";2,8;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2008";2,5;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2009";2,6;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2010";2,6;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2011";2,7;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2012";2,3;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2013";2,6;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2014";2,7;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2015";2,3;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2016";2,0;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2017";1,8;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2018";2,1;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2019";2,0;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2020";1,9;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2021";2,1;"kg";"";
2000000;"PODLASKIE";"tlenki azotu na 1 mieszkańca";"2022";1,8;"kg";"";
2200000;"POMORSKIE";"ogółem";"1996";;"t/r";"";
2200000;"POMORSKIE";"ogółem";"1997";;"t/r";"";
2200000;"POMORSKIE";"ogółem";"1998";4978234;"t/r";"";
2200000;"POMORSKIE";"ogółem";"1999";5305337;"t/r";"M";
2200000;"POMORSKIE";"ogółem";"2000";5037888;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2001";5257679;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2002";5187779;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2003";5855889;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2004";6238016;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2005";6365964;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2006";6213531;"t/r";"M";
2200000;"POMORSKIE";"ogółem";"2007";5979253;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2008";5516077;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2009";5427818;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2010";6523874;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2011";6908834;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2012";6901786;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2013";6511562;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2014";6407809;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2015";6618438;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2016";6826458;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2017";6689047;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2018";6712717;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2019";6633055;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2020";6522170;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2021";6758129;"t/r";"";
2200000;"POMORSKIE";"ogółem";"2022";6486455;"t/r";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"1996";;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"1997";;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"1998";;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"1999";;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2000";;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2001";;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2002";;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2003";320,12;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2004";341,01;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2005";348,00;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2006";339,28;"t";"M";
2200000;"POMORSKIE";"emisja ogółem na km2";"2007";326,56;"t";"";
2200000;"POMORSKIE";"emisja ogółem na km2";"2008";301,26;"t";"";
