Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Maks;Liczba pomiarów;Kompletno?? ;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[%];(-)
2013;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkBuskRokosz;PM2.5;24g;24,4;3,3;149,6;323;88,5;1,3
2013;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkMalo11List;PM2.5;1g;23,5;1,0;225,3;8264;94,3;0,9
2013;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkPolaRuszcz;PM2.5;1g;26,4;0,3;268,7;8546;97,6;1,0
2013;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkStaraZlota;PM2.5;24g;26,8;5,1;116,4;352;96,4;1,0
2013;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;24g;16,2;1,5;108,8;354;97,0;1,0
2013;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;24g;17,3;0,6;122,9;336;92,1;1,2
2013;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;PM2.5;24g;16,2;2,0;97,8;350;95,9;1,1
2013;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;PM2.5;24g;12,8;1,8;69,1;336;92,1;0,9
2013;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;1g;20,6;1,3;162,5;8523;97,3;1,0
2013;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;24g;23,4;4,3;100,7;360;98,6;1,0
2013;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;1g;32,3;0,0;208,4;8449;96,4;1,0
2013;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;24g;27,7;3,4;144,5;362;99,2;1,0
2013;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;PM2.5;24g;13,9;2,0;77,6;332;91,0;0,9
2013;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;PM2.5;1g;17,0;1,0;134,0;8603;98,2;1,0
2013;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;11,9;1,4;64,6;362;99,2;1,0
2013;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;18,6;1,4;115,4;348;95,3;1,0
2013;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;14,4;2,7;69,0;364;99,7;1,0
2014;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;PM2.5;1g;28,6;1,0;269,0;8017;91,5;1,0
2014;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocNaGrob;PM2.5;24g;23,1;5,1;88,2;332;91,0;1,2
2014;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;PM2.5;24g;26,6;5,0;131,0;345;94,5;0,9
2014;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;PM2.5;24g;24,4;2,0;202,0;345;94,5;0,9
2014;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;PM2.5;24g;16,0;2,2;69,7;326;89,3;1,2
2014;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;PM2.5;24g;20,2;3,0;94,7;358;98,1;1,0
2014;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydBerling;PM2.5;24g;19,3;1,3;65,9;328;89,9;1,0
2014;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;PM2.5;1g;24,3;1,0;320,9;7679;87,7;1,1
2014;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;PM2.5;1g;24,6;1,0;314,4;6948;79,3;1,4
2014;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;1g;20,6;1,0;198,1;6622;75,6;1,4
2014;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;24g;21,1;1,6;86,7;354;97,0;1,1
2014;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclSiels;PM2.5;24g;20,9;2,3;89,2;276;75,6;1,8
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudSienki;PM2.5;24g;24,6;1,6;120,8;362;99,2;1,0
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWiktorowoG;PM2.5;1g;23,2;1,0;122,9;5674;64,8;1,1
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM2.5;24g;14,6;1,4;60,0;343;94,0;1,1
2014;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM2.5;24g;23,0;3,0;101,0;336;92,1;0,9
2014;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;PM2.5;24g;25,8;3,0;216,0;354;97,0;1,0
2014;lubelskie;PL0602;strefa lubelska;LbChelJagiel;PM2.5;24g;23,9;4,0;111,0;364;99,7;1,0
2014;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;PM2.5;24g;22,9;2,0;87,0;361;98,9;1,0
2014;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM2.5;24g;14,8;2,0;53,3;351;96,2;1,1
2014;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;1g;26,3;0,0;241,2;7467;85,2;1,1
2014;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;24g;21,6;3,7;86,1;363;99,5;1,0
2014;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;PM2.5;24g;22,6;4,8;93,4;325;89,0;0,8
2014;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;1g;29,0;1,1;276,3;8303;94,8;1,1
2014;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;24g;24,3;5,5;75,0;363;99,5;1,0
2014;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzLegion;PM2.5;24g;30,6;3,8;106,0;347;95,1;1,0
2014;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;PM2.5;1g;22,0;0,5;296,9;8250;94,2;1,0
2014;?ódzkie;PL1002;strefa ?ódzka;LdPioTrSienk;PM2.5;24g;32,5;6,0;139,0;362;99,2;1,0
2014;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;PM2.5;1g;45,0;4,0;264,0;8678;99,1;1,0
2014;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;1g;31,4;2,0;270,0;8428;96,2;1,1
2014;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;24g;33,0;4,0;206,0;350;95,9;1,0
2014;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;1g;31,8;3,0;245,0;8730;99,7;1,0
2014;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;PM2.5;24g;25,5;5,0;112,0;347;95,1;1,1
2014;ma?opolskie;PL1203;strefa ma?opolska;MpBochKonfed;PM2.5;24g;29,5;5,0;132,0;337;92,3;0,9
2014;ma?opolskie;PL1203;strefa ma?opolska;MpNoSaczNadb;PM2.5;24g;33,1;7,0;158,0;352;96,4;1,0
2014;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;PM2.5;24g;24,7;6,0;95,0;359;98,4;1,0
2014;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;PM2.5;24g;29,9;5,0;169,0;363;99,5;1,0
2014;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;PM2.5;1g;29,9;0,8;148,6;8144;93,0;0,9
2014;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;24g;25,5;5,4;106,7;339;92,9;1,0
2014;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;1g;23,7;1,2;141,3;8581;98,0;1,0
2014;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;24g;23,0;1,8;81,6;349;95,6;1,0
2014;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;PM2.5;24g;24,0;1,6;84,5;338;92,6;0,9
2014;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;PM2.5;1g;24,3;1,0;156,5;8529;97,4;1,1
2014;mazowieckie;PL1403;miasto Radom;MzRadHallera;PM2.5;24g;24,5;5,1;105,8;349;95,6;1,1
2014;mazowieckie;PL1403;miasto Radom;MzRadTochter;PM2.5;1g;29,4;1,4;270,0;8714;99,5;1,0
2014;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;PM2.5;1g;31,4;0,1;459,8;8175;93,3;1,0
2014;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;PM2.5;24g;27,6;1,3;117,9;313;85,8;1,1
2014;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;PM2.5;1g;26,5;1,7;305,5;8729;99,6;1,0
2014;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;PM2.5;1g;28,2;2,0;289,6;8266;94,4;1,1
2014;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;PM2.5;24g;21,3;2,5;98,0;342;93,7;1,0
2014;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;31,5;1,0;208,0;7671;87,6;0,9
2014;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;24,8;2,5;101,0;297;81,4;0,7
2014;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;23,4;3,2;110,0;350;95,9;1,0
2014;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;24g;22,4;3,1;101,0;342;93,7;1,1
2014;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;24g;24,7;5,9;114,0;339;92,9;0,9
2014;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;24g;24,7;4,4;88,3;348;95,3;1,0
2014;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;PM2.5;1g;24,7;0,9;241,6;8418;96,1;1,0
2014;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;PM2.5;24g;21,9;4,5;88,3;347;95,1;1,1
2014;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;PM2.5;1g;19,6;0,0;246,0;7668;87,5;1,1
2014;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;28,0;2,0;164,2;316;86,6;1,3
2014;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;PM2.5;1g;15,2;0,0;139,8;4951;56,5;1,3
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM2.5;1g;16,1;0,4;126,0;8627;98,5;1,0
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;17,6;1,0;101,0;318;87,1;0,8
2014;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;1g;33,1;0,0;414,2;7389;84,3;1,0
2014;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;24g;26,8;1,0;95,0;338;92,6;1,0
2014;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM2.5;24g;16,4;2,0;73,0;282;77,3;1,0
2014;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;1g;35,8;2,0;339,0;8565;97,8;1,0
2014;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;24g;36,6;4,0;125,0;355;97,3;1,1
2014;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;1g;30,7;3,0;399,0;8579;97,9;1,0
2014;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;24g;32,5;4,0;152,0;328;89,9;1,0
2014;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;PM2.5;24g;37,7;8,0;148,0;345;94,5;1,1
2014;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlZorySikors;PM2.5;24g;28,4;2,0;120,0;341;93,4;1,0
2014;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielSterni;PM2.5;24g;28,7;3,0;256,0;362;99,2;1,0
2014;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoZana;PM2.5;24g;29,7;5,0;158,0;358;98,1;1,1
2014;?l?skie;PL2405;strefa ?l?ska;SlGodGliniki;PM2.5;24g;40,0;7,0;194,0;357;97,8;1,1
2014;?l?skie;PL2405;strefa ?l?ska;SlTarnoLitew;PM2.5;24g;33,7;5,0;129,0;363;99,5;1,0
2014;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;1g;17,5;0,0;129,0;8117;92,7;1,0
2014;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;24g;21,3;1,0;73,0;353;96,7;0,9
2014;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;1g;32,7;0,0;432,9;8500;97,0;1,0
2014;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;PM2.5;24g;26,8;1,2;117,2;352;96,4;1,1
2014;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkBuskRokosz;PM2.5;24g;23,5;2,2;84,1;355;97,3;1,0
2014;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkMalo11List;PM2.5;1g;20,3;1,3;240,2;8664;98,9;1,0
2014;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkPolaRuszcz;PM2.5;1g;25,7;1,0;251,0;8715;99,5;1,0
2014;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkStaraZlota;PM2.5;24g;25,4;3,8;93,3;359;98,4;1,0
2014;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;1g;22,6;-3,4;120,8;8495;97,0;1,0
2014;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;24g;16,5;2,2;64,5;341;93,4;1,1
2014;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;24g;15,5;0,9;59,7;358;98,1;1,0
2014;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;PM2.5;24g;16,0;2,5;63,3;363;99,5;1,0
2014;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;PM2.5;24g;13,8;2,4;46,3;341;93,4;1,0
2014;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;1g;21,0;0,4;218,1;8575;97,9;1,0
2014;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;PM2.5;24g;26,4;4,4;93,3;346;94,8;1,0
2014;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;1g;32,5;0,0;293,1;8068;92,1;1,0
2014;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;24g;29,0;5,0;131,4;365;100,0;1,0
2014;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;PM2.5;1g;19,9;0,0;149,8;7959;90,9;1,0
2014;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;PM2.5;24g;18,2;1,7;69,2;359;98,4;1,0
2014;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;PM2.5;1g;22,5;1,0;147,0;8378;95,6;1,0
2014;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;16,6;2,2;65,1;292;80,0;1,0
2014;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;24,2;1,0;90,7;332;91,0;0,9
2014;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;17,1;2,4;69,3;351;96,2;1,1
2015;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;PM2.5;1g;30,3;0,2;288,6;8404;95,9;1,0
2015;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocNaGrob;PM2.5;24g;22,9;4,7;142,4;309;84,7;0,9
2015;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;PM2.5;1g;24,0;0,0;294,0;8176;93,3;1,0
2015;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;PM2.5;24g;22,9;2,1;147,2;361;98,9;1,0
2015;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;PM2.5;24g;18,9;1,9;110,3;327;89,6;1,1
2015;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelGorOgin;PM2.5;1g;18,4;0,0;262,6;8478;96,8;1,0
2015;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;PM2.5;24g;14,5;0,0;64,1;353;96,7;1,0
2015;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;PM2.5;24g;18,4;3,3;60,4;345;94,5;1,0
2015;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydBerling;PM2.5;24g;15,8;1,5;68,9;365;100,0;1,0
2015;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;PM2.5;1g;22,1;1,0;313,7;8154;93,1;1,0
2015;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;PM2.5;1g;23,1;1,0;234,9;6130;70,0;1,0
2015;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;1g;21,5;1,0;274,7;5853;66,8;0,7
2015;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;24g;18,9;1,0;91,5;362;99,2;1,0
2015;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclSiels;PM2.5;24g;18,4;1,3;73,7;341;93,4;1,0
2015;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudSienki;PM2.5;24g;26,8;0,7;122,5;354;97,0;1,0
2015;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM2.5;24g;13,4;0,4;53,9;293;80,3;0,6
2015;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;PM2.5;1g;28,2;0,2;328,3;8515;97,2;1,0
2015;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM2.5;24g;21,3;3,0;102,0;365;100,0;1,0
2015;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;PM2.5;24g;26,3;5,0;146,0;364;99,7;1,0
2015;lubelskie;PL0602;strefa lubelska;LbChelJagiel;PM2.5;24g;27,2;5,0;138,0;345;94,5;1,0
2015;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;PM2.5;24g;24,0;4,0;128,0;365;100,0;1,0
2015;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM2.5;24g;16,6;3,1;75,6;358;98,1;1,1
2015;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;1g;22,4;1,5;205,4;8498;97,0;1,0
2015;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;24g;19,2;3,7;104,8;364;99,7;1,0
2015;lubuskie;PL0803;strefa lubuska;LuZarySzyman;PM2.5;24g;19,6;4,2;134,6;350;95,9;1,1
2015;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;1g;21,1;1,0;185,9;8396;95,8;1,0
2015;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;24g;22,1;3,0;78,0;361;98,9;1,0
2015;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzGdansk;PM2.5;1g;25,6;0,0;282,0;7298;83,3;1,0
2015;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzLegion;PM2.5;24g;29,7;6,0;127,0;364;99,7;1,0
2015;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;PM2.5;1g;20,5;0,0;253,0;8216;93,8;0,9
2015;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;PM2.5;24g;31,6;3,3;149,0;353;96,7;1,0
2015;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;PM2.5;1g;43,8;2,8;272,3;8574;97,9;1,0
2015;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;1g;32,2;3,0;289,7;8670;99,0;1,0
2015;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;PM2.5;24g;33,7;5,0;150,0;365;100,0;1,0
2015;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;1g;33,3;3,0;453,2;8320;95,0;1,0
2015;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;PM2.5;24g;25,2;6,0;118,0;356;97,5;1,1
2015;ma?opolskie;PL1203;strefa ma?opolska;MpBochKonfed;PM2.5;24g;29,2;5,0;109,0;354;97,0;1,0
2015;ma?opolskie;PL1203;strefa ma?opolska;MpNoSaczNadb;PM2.5;24g;36,0;6,0;148,0;365;100,0;1,0
2015;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;PM2.5;24g;25,8;5,0;134,0;359;98,4;1,0
2015;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;PM2.5;24g;28,2;6,0;156,0;349;95,6;1,0
2015;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;PM2.5;1g;24,1;1,3;134,5;8711;99,4;1,0
2015;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;1g;23,5;0,1;214,8;8533;97,4;1,0
2015;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;PM2.5;24g;23,6;5,4;93,3;357;97,8;1,0
2015;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;1g;21,3;1,3;128,4;8598;98,2;1,0
2015;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;24g;21,0;4,0;92,9;357;97,8;1,0
2015;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;PM2.5;24g;21,4;3,6;84,4;361;98,9;1,0
2015;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;PM2.5;1g;21,5;1,2;161,4;8650;98,7;1,0
2015;mazowieckie;PL1403;miasto Radom;MzRadHallera;PM2.5;24g;25,0;5,1;90,2;355;97,3;1,1
2015;mazowieckie;PL1403;miasto Radom;MzRadTochter;PM2.5;1g;28,1;1,4;323,2;8271;94,4;0,9
2015;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;PM2.5;1g;32,2;0,1;542,7;8446;96,4;1,0
2015;mazowieckie;PL1404;strefa mazowiecka;MzOstroHalle;PM2.5;24g;21,0;4,2;86,4;354;97,0;1,0
2015;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;PM2.5;1g;30,5;1,7;302,6;8556;97,7;1,0
2015;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;PM2.5;1g;24,9;1,0;291,2;8579;97,9;1,0
2015;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;PM2.5;1g;30,1;0,7;343,4;8590;98,1;1,0
2015;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;PM2.5;24g;21,2;2,5;159,0;365;100,0;1,0
2015;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;27,0;0,0;294,1;8271;94,4;1,0
2015;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;20,3;2,5;163,0;358;98,1;1,0
2015;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;22,8;4,6;132,0;354;97,0;1,1
2015;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;24g;24,1;4,8;140,0;339;92,9;0,9
2015;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;24g;24,5;5,4;129,0;333;91,2;1,0
2015;podkarpackie;PL1802;strefa podkarpacka;PkMielSolski;PM2.5;1g;27,1;0,3;272,6;8611;98,3;1,0
2015;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;24g;23,0;4,5;88,3;364;99,7;1,0
2015;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;PM2.5;1g;25,9;0,4;277,7;8566;97,8;1,0
2015;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;PM2.5;24g;21,2;3,4;106,5;357;97,8;1,0
2015;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;PM2.5;1g;19,3;0,0;261,0;7801;89,1;1,1
2015;podlaskie;PL2002;strefa podlaska;PdHajnowkJagMOB;PM2.5;1g;25,5;2,4;272,1;2369;27,0;0,2
2015;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;26,6;3,6;124,8;321;87,9;1,1
2015;podlaskie;PL2002;strefa podlaska;PdSuwPulaski;PM2.5;1g;13,3;0,0;154,0;8458;96,6;1,0
2015;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;PM2.5;1g;12,9;0,1;120,6;8617;98,4;1,0
2015;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;14,2;1,0;64,0;357;97,8;1,0
2015;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;1g;25,4;0,1;294,6;6760;77,2;0,9
2015;pomorskie;PL2202;strefa pomorska;PmKosTargo12;PM2.5;24g;22,9;1,0;97,0;325;89,0;1,0
2015;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;PM2.5;24g;14,1;1,0;65,0;288;78,9;1,1
2015;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;1g;31,2;2,1;379,2;8612;98,3;1,0
2015;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;24g;30,6;6,7;220,3;360;98,6;1,0
2015;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;1g;28,4;1,8;323,1;8715;99,5;1,0
2015;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;24g;27,3;5,3;190,5;333;91,2;1,1
2015;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;PM2.5;24g;33,1;2,6;205,5;350;95,9;1,1
2015;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlZorySikors;PM2.5;24g;27,8;3,2;200,6;346;94,8;1,0
2015;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielSterni;PM2.5;24g;25,9;2,6;124,2;356;97,5;1,0
2015;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoZana;PM2.5;24g;26,0;3,0;183,5;350;95,9;1,0
2015;?l?skie;PL2405;strefa ?l?ska;SlGodGliniki;PM2.5;24g;34,9;6,6;175,0;353;96,7;1,1
2015;?l?skie;PL2405;strefa ?l?ska;SlTarnoLitew;PM2.5;24g;29,1;1,0;189,2;332;91,0;1,1
2015;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;1g;19,0;1,9;178,2;8392;95,8;1,0
